1	李柏珮
152	李柏青
303	蔡志宏
454	陳麗雲
605	林素能
756	江佳瑞
907	賴瑋婷
1058	毛佳玲
1209	李俊諺
1360	陳心聖
1511	陳志賢
1662	林欣怡
1813	詹景迪
1964	林宜蓁
2115	吳清瑞
2266	丁芳瑜
2417	謝宛蓉
2568	黃子意
2719	陳右瑋
2870	李妙尹
3021	許丞夫
3172	林逸陽
3323	李宛斌
3474	楊文郁
3625	劉孝辰
3776	胡宛真
3927	林郁玲
4078	潘雅萍
4229	趙學光
4380	張典然
4531	王嘉杰
4682	陳柏翔
4833	葉百映
4984	陳白美
5135	陳淑娟
5286	錢昕甫
5437	蔡陽廷
5588	陳智凱
5739	林韋慈
5890	黃心信
6041	林雅婷
6192	李瑋玄
6343	劉潔源
6494	吳俊珍
6645	馮文映
6796	柯俊霖
6947	李姿迪
7098	李方玟
7249	陳彥翔
7400	林易珠
7551	王欣沛
7702	施欣怡
7853	楊淑惠
8004	吳雅和
8155	蔣炳昕
8306	楊智沛
8457	吳婷婷
8608	黃茂典
8759	黃春珠
8910	陳建彰
9061	宋于婷
9212	陳欣妏
9363	林雅玲
9514	張育純
9665	馮仁杰
9816	林威貞
9967	王慧玲
10118	林芳冰
10269	趙之湖
10420	黃聖傑
10571	黎瑜均
10722	張堯啟
10873	林翊維
11024	周怡婷
11175	蔡水光
11326	李雅雯
11477	毛瑩志
11628	施浩志
11779	黃嘉慧
11930	黃柏桂
12081	陳俊祥
12232	鄭恩桂
12383	童介甫
12534	魏惠音
12685	李思霞
12836	賴宜潔
12987	張奎蓁
13138	張儒念
13289	賁孟軒
13440	彭石旺
13591	呂宗儒
13742	郁佳芳
13893	彭琬宇
14044	翁俊緯
14195	林于婷
14346	黃美雯
14497	謝建佑
14648	龔宥智
14799	晏淑真
14950	林宗憲
15101	徐左齊
15252	韋又湖
15403	林仁傑
15554	辛昶方
15705	陳康學
15856	黃志文
16007	王威水
16158	劉俊士
16309	許哲維
16460	簡伊婷
16611	蔡嘉偉
16762	丁宗霖
16913	陳怡如
17064	倪秉皓
17215	許俊銘
17366	張方寶
17517	陸名年
17668	吳庭和
17819	吳莉雯
17970	莊雅年
18121	楊廷桓
18272	黃宣伶
18423	金佩琪
18574	林玄韋
18725	潘珊東
18876	王幸紹
19027	蔡德如
19178	吳雅桓
19329	劉佳伶
19480	李怡萱
19631	鄭姿吟
19782	惠宜靜
19933	陳秋盈
20084	陳宛舜
20235	陳雅瑞
20386	吳建宏
20537	蔡啟輝
20688	謝大燕
20839	劉詩慈
20990	郭俊湖
21141	王秀玲
21292	楊雅琪
21443	陳國心
21594	夏勝倫
21745	曾珮甄
21896	徐俊杰
22047	黃揚勇
22198	李政英
22349	高雅慧
22500	陳怡易
22651	吳隆人
22802	張志凡
22953	劉妤偉
23104	劉佳琬
23255	呂書羽
23406	王美玲
23557	方佩玲
23708	蔡建輝
23859	陳信凡
24010	賴晏念
24161	潘芝茂
24312	黃啟玉
24463	劉佳玲
24614	吳宜剛
24765	邱俊毅
24916	謝穎淑
25067	路哲瑋
25218	於奕均
25369	張家合
25520	吳珮君
25671	蕭堅瑋
25822	郭清茜
25973	賴禮諭
26124	陳士銘
26275	蘇育慧
26426	張啟利
26577	張立亮
26728	支依豪
26879	金昱緯
27030	吳世豪
27181	黃子迪
27332	藍仁柏
27483	李康一
27634	黃淑臻
27785	黃書剛
27936	林瑞芝
28087	夏瑋玲
28238	郭阿智
28389	許雲茜
28540	陳孟涵
28691	林奕泉
28842	陳思紫
28993	廖姵紹
29144	張孝木
29295	林婉男
29446	林欣怡
29597	林秀美
29748	張綺儀
29899	蔡台昕
30050	吳俊妏
30201	孟建宇
30352	林家聖
30503	賴駿忠
30654	周之佳
30805	林佑芳
30956	謝心哲
31107	周皇怡
31258	吳建辰
31409	李妤丹
31560	呂容揚
31711	張佩怡
31862	吳秋合
32013	李振能
32164	李佑一
32315	許怡文
32466	黃姿蓉
32617	林正桓
32768	朱靜康
32919	周玟睿
33070	程宗翰
33221	陳琬婷
33372	楊惟侑
33523	楊淑姍
33674	林丹堯
33825	姚惠雯
33976	陳彥傑
34127	陳韋志
34278	楊建銘
34429	江怡廷
34580	張智宏
34731	黃台琳
34882	鄧柏豪
35033	張家民
35184	柳函清
35335	陳勇娟
35486	林秀玲
35637	王曉萍
35788	許柏毅
35939	宋書豪
36090	李靜安
36241	王怡臻
36392	陳虹皓
36543	黃淑萍
36694	丁欣怡
36845	劉石毓
36996	許淑佳
37147	蔡士瑋
37298	張維舜
37449	黃雅君
37600	張家城
37751	黃筱芸
37902	張亭冰
38053	王麗瑄
38204	黃白發
38355	陳威廷
38506	鄭巧哲
38657	李欣瑜
38808	林怡婷
38959	林辛瑄
39110	張展法
39261	陳冠梅
39412	馮雅玲
39563	吳明雲
39714	杜泓利
39865	蔣柏成
40016	陳丹亨
40167	白竣傑
40318	林正洋
40469	徐芸意
40620	趙語燦
40771	楊育廷
40922	陳正桂
41073	賴苡貴
41224	黃淳剛
41375	劉台名
41526	劉彥均
41677	江怡蕙
41828	謝桂孝
41979	劉佳惟
42130	梁治邦
42281	蔡志成
42432	陳江瑩
42583	葉嘉鴻
42734	劉冠惟
42885	賴青玫
43036	林明杰
43187	林柏華
43338	許偉誠
43489	朱彥良
43640	陳仰均
43791	林宜沛
43942	鄧麗美
44093	張雅軒
44244	李朝平
44395	劉紀珮
44546	陸卉奇
44697	吳堅雯
44848	黃協卿
44999	袁裕虹
45150	吳鈺芸
45301	仇茂芬
45452	張祐帆
45603	楊鎮宇
45754	李佩珠
45905	林欣怡
46056	林裕吉
46207	林芸霞
46358	林彥博
46509	陳靜芷
46660	方宛蓉
46811	姜有丹
46962	張書云
47113	黃昌丞
47264	林韋仁
47415	高寧陽
47566	孫秀珍
47717	伏登君
47868	湛芳儀
48019	簡京齊
48170	郭佳玲
48321	藍書瑋
48472	皮盈君
48623	張勳聿
48774	陳育如
48925	楊群谷
49076	陳俊成
49227	吳芳瑜
49378	吳彥君
49529	張育山
49680	黃凱元
49831	賴雯來
49982	陳育全
50133	黃文中
50284	馮佳蓉
50435	鄧彥禾
50586	詹姵君
50737	蔡依凱
50888	吳明倫
51039	劉湘航
51190	莊雅苓
51341	吳瑋婷
51492	鄧辛火
51643	黃珮強
51794	張彥璋
51945	鐘昀新
52096	張健銘
52247	許文天
52398	黃俊友
52549	謝明茜
52700	許鈞娥
52851	蔡志宏
53002	張怡君
53153	郭軒康
53304	吳哲瑋
53455	鄭可欣
53606	李靜如
53757	鄭怡廷
53908	王侑吉
54059	陳淑成
54210	賴春軍
54361	唐定蓉
54512	劉崇邦
54663	王盈甄
54814	林韋恩
54965	陳思士
55116	林秋孜
55267	林政廷
55418	王美玲
55569	張韋伶
55720	吳秀瑞
55871	林智仁
56022	何興紫
56173	吳岳亞
56324	林欣慈
56475	林石萍
56626	謝佩婷
56777	李智傑
56928	毛智文
57079	林俊傑
57230	郭富容
57381	錢怡君
57532	黃孟儒
57683	邱正旭
57834	柳秉綺
57985	李彥平
58136	蔡兆綺
58287	梁志宇
58438	童孝發
58589	陳翰慧
58740	洪心怡
